Rank,Year,Month,Day,Year_to_Date_Rank,Last_Week_Rank,Title,Type,Exclusive,Release_Date,Days_in_Top_10,Viewership_Score
3,2021,10,4,3,-,Maid,TV Show,Yes,"Oct 1, 2021",3,24
4,2021,10,4,4,3,Midnight Mass,TV Show,Yes,"Sep 24, 2021",9,69
5,2021,10,4,8,-,The DUFF,Movie,No,"Oct 1, 2021",2,9
6,2021,10,4,5,4,My Little Pony: A New Gener…,Movie,Yes,"Sep 24, 2021",10,63
7,2021,10,4,6,-,Seinfeld,TV Show,No,"Oct 1, 2021",3,13
8,2021,10,4,7,-,Britney vs Spears,Movie,Yes,"Sep 28, 2021",6,38
9,2021,10,4,9,10,Cocomelon,TV Show,No,"Jun 1, 2020",340,1210
10,2021,10,4,10,5,Grown Ups,Movie,No,"Sep 20, 2021",10,49
1,2021,10,5,1,1,Squid Game,TV Show,Yes,"Sep 17, 2021",16,151
2,2021,10,5,-,-,On My Block,TV Show,Yes,"Mar 16, 2018",2,10
3,2021,10,5,3,-,Maid,TV Show,Yes,"Oct 1, 2021",4,32
4,2021,10,5,2,-,The Guilty,Movie,Yes,"Oct 1, 2021",4,34
5,2021,10,5,4,2,Midnight Mass,TV Show,Yes,"Sep 24, 2021",10,75
6,2021,10,5,5,-,The DUFF,Movie,No,"Oct 1, 2021",3,14
7,2021,10,5,7,-,Seinfeld,TV Show,No,"Oct 1, 2021",4,17
8,2021,10,5,9,7,Cocomelon,TV Show,No,"Jun 1, 2020",341,1213
9,2021,10,5,6,4,My Little Pony: A New Gener…,Movie,Yes,"Sep 24, 2021",11,65
10,2021,10,5,-,-,Titanic,Movie,No,"Oct 1, 2021",1,1
1,2021,10,6,1,1,Squid Game,TV Show,Yes,"Sep 17, 2021",17,161
2,2021,10,6,2,-,On My Block,TV Show,Yes,"Mar 16, 2018",3,19
3,2021,10,6,3,-,Maid,TV Show,Yes,"Oct 1, 2021",5,40
4,2021,10,6,4,-,The Guilty,Movie,Yes,"Oct 1, 2021",5,41
5,2021,10,6,5,2,Midnight Mass,TV Show,Yes,"Sep 24, 2021",11,81
6,2021,10,6,6,-,The DUFF,Movie,No,"Oct 1, 2021",4,19
7,2021,10,6,7,-,Seinfeld,TV Show,No,"Oct 1, 2021",5,21
8,2021,10,6,8,8,Cocomelon,TV Show,No,"Jun 1, 2020",342,1216
9,2021,10,6,9,6,My Little Pony: A New Gener…,Movie,Yes,"Sep 24, 2021",12,67
10,2021,10,6,10,-,Titanic,Movie,No,"Oct 1, 2021",2,2
1,2021,10,7,1,-,Squid Game,TV Show,Yes,"Sep 17, 2021",18,171
2,2021,10,7,2,-,On My Block,TV Show,Yes,"Mar 16, 2018",4,28
3,2021,10,7,3,-,Maid,TV Show,Yes,"Oct 1, 2021",6,48
4,2021,10,7,-,-,Dave Chappelle: The Closer,Stand-Up Comedy,Yes,"Oct 5, 2021",1,7
5,2021,10,7,4,-,The Guilty,Movie,Yes,"Oct 1, 2021",6,47
6,2021,10,7,-,-,Thereâs Someone Inside Your…,Movie,Yes,"Oct 6, 2021",1,5
7,2021,10,7,5,-,Midnight Mass,TV Show,Yes,"Sep 24, 2021",12,85
8,2021,10,7,10,-,Titanic,Movie,No,"Oct 1, 2021",3,5
9,2021,10,7,8,-,Cocomelon,TV Show,No,"Jun 1, 2020",343,1218
10,2021,10,7,6,-,The DUFF,Movie,No,"Oct 1, 2021",5,20
1,2021,10,8,1,1,Squid Game,TV Show,Yes,"Sep 17, 2021",19,181
2,2021,10,8,3,-,Maid,TV Show,Yes,"Oct 1, 2021",7,57
3,2021,10,8,2,-,On My Block,TV Show,Yes,"Mar 16, 2018",5,36
4,2021,10,8,4,-,Dave Chappelle: The Closer,Stand-Up Comedy,Yes,"Oct 5, 2021",2,14
5,2021,10,8,6,-,Thereâs Someone Inside Your…,Movie,Yes,"Oct 6, 2021",2,11
6,2021,10,8,5,-,The Guilty,Movie,Yes,"Oct 1, 2021",7,52
7,2021,10,8,7,2,Midnight Mass,TV Show,Yes,"Sep 24, 2021",13,89
8,2021,10,8,8,-,Titanic,Movie,No,"Oct 1, 2021",4,8
9,2021,10,8,9,9,Cocomelon,TV Show,No,"Jun 1, 2020",344,1220
10,2021,10,8,10,-,The DUFF,Movie,No,"Oct 1, 2021",6,21
1,2021,10,9,1,1,Squid Game,TV Show,Yes,"Sep 17, 2021",20,191
2,2021,10,9,2,3,Maid,TV Show,Yes,"Oct 1, 2021",8,66
3,2021,10,9,4,-,Dave Chappelle: The Closer,Stand-Up Comedy,Yes,"Oct 5, 2021",3,22
4,2021,10,9,3,-,On My Block,TV Show,Yes,"Mar 16, 2018",6,43
5,2021,10,9,6,2,The Guilty,Movie,Yes,"Oct 1, 2021",8,58
6,2021,10,9,5,-,Thereâs Someone Inside Your…,Movie,Yes,"Oct 6, 2021",3,16
7,2021,10,9,8,-,Titanic,Movie,No,"Oct 1, 2021",5,12
8,2021,10,9,-,8,The Great British Baking Show,TV Show,No,"Oct 3, 2015",16,58
9,2021,10,9,7,4,Midnight Mass,TV Show,Yes,"Sep 24, 2021",14,91
10,2021,10,9,9,9,Cocomelon,TV Show,No,"Jun 1, 2020",345,1221
1,2021,10,10,1,1,Squid Game,TV Show,Yes,"Sep 17, 2021",21,201
2,2021,10,10,2,3,Maid,TV Show,Yes,"Oct 1, 2021",9,75
3,2021,10,10,3,-,Dave Chappelle: The Closer,Stand-Up Comedy,Yes,"Oct 5, 2021",4,30
4,2021,10,10,4,-,On My Block,TV Show,Yes,"Mar 16, 2018",7,50
5,2021,10,10,5,2,The Guilty,Movie,Yes,"Oct 1, 2021",9,64
6,2021,10,10,6,-,Thereâs Someone Inside Your…,Movie,Yes,"Oct 6, 2021",4,21
7,2021,10,10,7,-,Titanic,Movie,No,"Oct 1, 2021",6,16
8,2021,10,10,9,4,Midnight Mass,TV Show,Yes,"Sep 24, 2021",15,94
9,2021,10,10,10,9,Cocomelon,TV Show,No,"Jun 1, 2020",346,1223
10,2021,10,10,-,5,My Little Pony: A New Gener…,Movie,Yes,"Sep 24, 2021",13,68
1,2021,10,11,1,1,Squid Game,TV Show,Yes,"Sep 17, 2021",22,211
2,2021,10,11,2,3,Maid,TV Show,Yes,"Oct 1, 2021",10,84
3,2021,10,11,3,-,Dave Chappelle: The Closer,Stand-Up Comedy,Yes,"Oct 5, 2021",5,38
4,2021,10,11,4,-,On My Block,TV Show,Yes,"Mar 16, 2018",8,57
5,2021,10,11,5,2,The Guilty,Movie,Yes,"Oct 1, 2021",10,70
6,2021,10,11,6,-,Thereâs Someone Inside Your…,Movie,Yes,"Oct 6, 2021",5,26
7,2021,10,11,7,-,Titanic,Movie,No,"Oct 1, 2021",7,20
8,2021,10,11,8,4,Midnight Mass,TV Show,Yes,"Sep 24, 2021",16,97
9,2021,10,11,-,-,The Five Juanas,TV Show,Yes,"Oct 6, 2021",1,2
10,2021,10,11,9,9,Cocomelon,TV Show,No,"Jun 1, 2020",347,1224
1,2021,10,12,1,1,Squid Game,TV Show,Yes,"Sep 17, 2021",23,221
2,2021,10,12,2,3,Maid,TV Show,Yes,"Oct 1, 2021",11,93
3,2021,10,12,3,-,Dave Chappelle: The Closer,Stand-Up Comedy,Yes,"Oct 5, 2021",6,46
4,2021,10,12,4,2,On My Block,TV Show,Yes,"Mar 16, 2018",9,64
5,2021,10,12,-,-,Shameless,TV Show,No,"Jun 30, 2016",27,167
6,2021,10,12,9,-,The Five Juanas,TV Show,Yes,"Oct 6, 2021",2,7
7,2021,10,12,8,5,Midnight Mass,TV Show,Yes,"Sep 24, 2021",17,101
8,2021,10,12,5,4,The Guilty,Movie,Yes,"Oct 1, 2021",11,73
9,2021,10,12,10,8,Cocomelon,TV Show,No,"Jun 1, 2020",348,1226
10,2021,10,12,-,-,The Blacklist,TV Show,No,"Sep 15, 2014",9,25
1,2021,10,13,1,1,Squid Game,TV Show,Yes,"Sep 17, 2021",24,231
2,2021,10,13,2,3,Maid,TV Show,Yes,"Oct 1, 2021",12,102
3,2021,10,13,3,-,Dave Chappelle: The Closer,Stand-Up Comedy,Yes,"Oct 5, 2021",7,54
4,2021,10,13,5,-,Shameless,TV Show,No,"Jun 30, 2016",28,174
5,2021,10,13,4,2,On My Block,TV Show,Yes,"Mar 16, 2018",10,70
6,2021,10,13,6,-,The Five Juanas,TV Show,Yes,"Oct 6, 2021",3,12
7,2021,10,13,7,5,Midnight Mass,TV Show,Yes,"Sep 24, 2021",18,105
8,2021,10,13,10,-,The Blacklist,TV Show,No,"Sep 15, 2014",10,28
9,2021,10,13,9,8,Cocomelon,TV Show,No,"Jun 1, 2020",349,1228
10,2021,10,13,-,-,The Baby-Sitters Club,TV Show,Yes,"Jul 3, 2020",15,74
1,2021,10,14,1,1,Squid Game,TV Show,Yes,"Sep 17, 2021",25,241
2,2021,10,14,2,3,Maid,TV Show,Yes,"Oct 1, 2021",13,111
3,2021,10,14,4,-,Shameless,TV Show,No,"Jun 30, 2016",29,182
4,2021,10,14,3,4,Dave Chappelle: The Closer,Stand-Up Comedy,Yes,"Oct 5, 2021",8,61
5,2021,10,14,5,2,On My Block,TV Show,Yes,"Mar 16, 2018",11,76
6,2021,10,14,6,-,The Five Juanas,TV Show,Yes,"Oct 6, 2021",4,17
7,2021,10,14,7,7,Midnight Mass,TV Show,Yes,"Sep 24, 2021",19,109
8,2021,10,14,9,9,Cocomelon,TV Show,No,"Jun 1, 2020",350,1231
9,2021,10,14,8,-,The Blacklist,TV Show,No,"Sep 15, 2014",11,30
10,2021,10,14,10,-,The Baby-Sitters Club,TV Show,Yes,"Jul 3, 2020",16,75
1,2021,10,15,1,1,Squid Game,TV Show,Yes,"Sep 17, 2021",26,251
2,2021,10,15,2,2,Maid,TV Show,Yes,"Oct 1, 2021",14,120
3,2021,10,15,3,-,Shameless,TV Show,No,"Jun 30, 2016",30,190
4,2021,10,15,4,4,Dave Chappelle: The Closer,Stand-Up Comedy,Yes,"Oct 5, 2021",9,68
5,2021,10,15,5,3,On My Block,TV Show,Yes,"Mar 16, 2018",12,82
6,2021,10,15,6,-,The Five Juanas,TV Show,Yes,"Oct 6, 2021",5,22
7,2021,10,15,8,9,Cocomelon,TV Show,No,"Jun 1, 2020",351,1235
8,2021,10,15,7,7,Midnight Mass,TV Show,Yes,"Sep 24, 2021",20,112
9,2021,10,15,9,-,The Blacklist,TV Show,No,"Sep 15, 2014",12,32
10,2021,10,15,10,-,The Baby-Sitters Club,TV Show,Yes,"Jul 3, 2020",17,76
1,2021,10,16,-,-,You,TV Show,No,"Dec 26, 2018",1,10
2,2021,10,16,1,1,Squid Game,TV Show,Yes,"Sep 17, 2021",27,260
3,2021,10,16,2,2,Maid,TV Show,Yes,"Oct 1, 2021",15,128
4,2021,10,16,3,-,Shameless,TV Show,No,"Jun 30, 2016",31,197
5,2021,10,16,4,3,Dave Chappelle: The Closer,Stand-Up Comedy,Yes,"Oct 5, 2021",10,74
6,2021,10,16,7,10,Cocomelon,TV Show,No,"Jun 1, 2020",352,1240
7,2021,10,16,-,8,The Great British Baking Show,TV Show,No,"Oct 3, 2015",17,62
8,2021,10,16,5,4,On My Block,TV Show,Yes,"Mar 16, 2018",13,85
9,2021,10,16,-,-,The Forgotten Battle,Movie,Yes,"Oct 15, 2021",1,2
10,2021,10,16,-,-,Going in Style,Movie,No,"Oct 11, 2021",1,1
1,2021,10,17,1,-,You,TV Show,No,"Dec 26, 2018",2,20
2,2021,10,17,2,1,Squid Game,TV Show,Yes,"Sep 17, 2021",28,269
3,2021,10,17,3,2,Maid,TV Show,Yes,"Oct 1, 2021",16,136
4,2021,10,17,4,-,Shameless,TV Show,No,"Jun 30, 2016",32,204
5,2021,10,17,9,-,The Forgotten Battle,Movie,Yes,"Oct 15, 2021",2,8
6,2021,10,17,5,3,Dave Chappelle: The Closer,Stand-Up Comedy,Yes,"Oct 5, 2021",11,79
7,2021,10,17,6,9,Cocomelon,TV Show,No,"Jun 1, 2020",353,1244
8,2021,10,17,10,-,Going in Style,Movie,No,"Oct 11, 2021",2,4
9,2021,10,17,-,-,My Name,TV Show,Yes,"Oct 15, 2021",1,2
10,2021,10,17,7,-,The Great British Baking Show,TV Show,No,"Oct 3, 2015",18,63
1,2021,10,18,1,-,You,TV Show,No,"Dec 26, 2018",3,30
2,2021,10,18,2,1,Squid Game,TV Show,Yes,"Sep 17, 2021",29,278
3,2021,10,18,3,2,Maid,TV Show,Yes,"Oct 1, 2021",17,144
4,2021,10,18,4,-,Shameless,TV Show,No,"Jun 30, 2016",33,211
5,2021,10,18,5,-,The Forgotten Battle,Movie,Yes,"Oct 15, 2021",3,14
6,2021,10,18,9,-,My Name,TV Show,Yes,"Oct 15, 2021",2,7
7,2021,10,18,7,10,Cocomelon,TV Show,No,"Jun 1, 2020",354,1248
8,2021,10,18,6,3,Dave Chappelle: The Closer,Stand-Up Comedy,Yes,"Oct 5, 2021",12,82
9,2021,10,18,8,-,Going in Style,Movie,No,"Oct 11, 2021",3,6
10,2021,10,18,-,-,In the Dark,TV Show,No,"Jul 5, 2019",6,7
1,2021,10,19,1,-,You,TV Show,No,"Dec 26, 2018",4,40
2,2021,10,19,2,1,Squid Game,TV Show,Yes,"Sep 17, 2021",30,287
3,2021,10,19,3,2,Maid,TV Show,Yes,"Oct 1, 2021",18,152
4,2021,10,19,4,5,Shameless,TV Show,No,"Jun 30, 2016",34,218
5,2021,10,19,7,9,Cocomelon,TV Show,No,"Jun 1, 2020",355,1254
6,2021,10,19,5,-,The Forgotten Battle,Movie,Yes,"Oct 15, 2021",4,19
7,2021,10,19,6,-,My Name,TV Show,Yes,"Oct 15, 2021",3,11
8,2021,10,19,10,-,In the Dark,TV Show,No,"Jul 5, 2019",7,10
9,2021,10,19,8,3,Dave Chappelle: The Closer,Stand-Up Comedy,Yes,"Oct 5, 2021",13,84
10,2021,10,19,9,-,Going in Style,Movie,No,"Oct 11, 2021",4,7
1,2021,10,20,1,-,You,TV Show,No,"Dec 26, 2018",5,50
2,2021,10,20,2,1,Squid Game,TV Show,Yes,"Sep 17, 2021",31,296
3,2021,10,20,3,2,Maid,TV Show,Yes,"Oct 1, 2021",19,160
4,2021,10,20,4,4,Shameless,TV Show,No,"Jun 30, 2016",35,225
5,2021,10,20,5,9,Cocomelon,TV Show,No,"Jun 1, 2020",356,1260
6,2021,10,20,7,-,My Name,TV Show,Yes,"Oct 15, 2021",4,16
7,2021,10,20,6,-,The Forgotten Battle,Movie,Yes,"Oct 15, 2021",5,23
8,2021,10,20,8,-,In the Dark,TV Show,No,"Jul 5, 2019",8,13
9,2021,10,20,-,-,Riverdale,TV Show,No,"May 19, 2017",23,113
10,2021,10,20,10,-,Going in Style,Movie,No,"Oct 11, 2021",5,8
1,2021,10,21,1,-,You,TV Show,No,"Dec 26, 2018",6,60
2,2021,10,21,2,1,Squid Game,TV Show,Yes,"Sep 17, 2021",32,305
3,2021,10,21,3,2,Maid,TV Show,Yes,"Oct 1, 2021",20,168
4,2021,10,21,4,3,Shameless,TV Show,No,"Jun 30, 2016",36,232
5,2021,10,21,5,8,Cocomelon,TV Show,No,"Jun 1, 2020",357,1266
6,2021,10,21,6,-,My Name,TV Show,Yes,"Oct 15, 2021",5,21
7,2021,10,21,-,-,Night Teeth,Movie,Yes,"Oct 20, 2021",1,4
8,2021,10,21,9,-,Riverdale,TV Show,No,"May 19, 2017",24,116
9,2021,10,21,8,-,In the Dark,TV Show,No,"Jul 5, 2019",9,15
10,2021,10,21,-,4,Dave Chappelle: The Closer,Stand-Up Comedy,Yes,"Oct 5, 2021",14,85
1,2021,10,22,1,-,You,TV Show,No,"Dec 26, 2018",7,70
2,2021,10,22,2,1,Squid Game,TV Show,Yes,"Sep 17, 2021",33,314
3,2021,10,22,3,2,Maid,TV Show,Yes,"Oct 1, 2021",21,176
4,2021,10,22,7,-,Night Teeth,Movie,Yes,"Oct 20, 2021",2,11
5,2021,10,22,4,3,Shameless,TV Show,No,"Jun 30, 2016",37,238
6,2021,10,22,5,7,Cocomelon,TV Show,No,"Jun 1, 2020",358,1271
7,2021,10,22,8,-,Riverdale,TV Show,No,"May 19, 2017",25,120
8,2021,10,22,6,-,My Name,TV Show,Yes,"Oct 15, 2021",6,24
9,2021,10,22,10,4,Dave Chappelle: The Closer,Stand-Up Comedy,Yes,"Oct 5, 2021",15,87
10,2021,10,22,9,-,In the Dark,TV Show,No,"Jul 5, 2019",10,16
1,2021,10,23,1,1,You,TV Show,No,"Dec 26, 2018",8,80
2,2021,10,23,2,2,Squid Game,TV Show,Yes,"Sep 17, 2021",34,323
3,2021,10,23,3,3,Maid,TV Show,Yes,"Oct 1, 2021",22,184
4,2021,10,23,-,-,Locke & Key,TV Show,Yes,"Feb 7, 2020",1,7
5,2021,10,23,6,6,Cocomelon,TV Show,No,"Jun 1, 2020",359,1277
6,2021,10,23,5,4,Shameless,TV Show,No,"Jun 30, 2016",38,243
7,2021,10,23,4,-,Night Teeth,Movie,Yes,"Oct 20, 2021",3,15
8,2021,10,23,-,7,The Great British Baking Show,TV Show,No,"Oct 3, 2015",19,66
9,2021,10,23,7,-,Riverdale,TV Show,No,"May 19, 2017",26,122
10,2021,10,23,9,5,Dave Chappelle: The Closer,Stand-Up Comedy,Yes,"Oct 5, 2021",16,88
1,2021,10,24,1,1,You,TV Show,No,"Dec 26, 2018",9,90
2,2021,10,24,2,2,Squid Game,TV Show,Yes,"Sep 17, 2021",35,332
3,2021,10,24,3,3,Maid,TV Show,Yes,"Oct 1, 2021",23,192
4,2021,10,24,4,-,Locke & Key,TV Show,Yes,"Feb 7, 2020",2,14
5,2021,10,24,-,-,Inside Job,TV Show,Yes,"Oct 22, 2021",1,6
6,2021,10,24,-,-,Maya and the Three,TV Show,Yes,"Oct 22, 2021",1,5
7,2021,10,24,7,-,Night Teeth,Movie,Yes,"Oct 20, 2021",4,19
8,2021,10,24,5,7,Cocomelon,TV Show,No,"Jun 1, 2020",360,1280
9,2021,10,24,9,-,Riverdale,TV Show,No,"May 19, 2017",27,124
10,2021,10,24,6,4,Shameless,TV Show,No,"Jun 30, 2016",39,244
1,2021,10,25,1,1,You,TV Show,No,"Dec 26, 2018",10,100
2,2021,10,25,2,2,Squid Game,TV Show,Yes,"Sep 17, 2021",36,341
3,2021,10,25,4,-,Locke & Key,TV Show,Yes,"Feb 7, 2020",3,22
4,2021,10,25,3,3,Maid,TV Show,Yes,"Oct 1, 2021",24,199
5,2021,10,25,5,-,Inside Job,TV Show,Yes,"Oct 22, 2021",2,12
6,2021,10,25,6,-,Maya and the Three,TV Show,Yes,"Oct 22, 2021",2,10
7,2021,10,25,7,-,Night Teeth,Movie,Yes,"Oct 20, 2021",5,23
8,2021,10,25,9,-,Riverdale,TV Show,No,"May 19, 2017",28,127
9,2021,10,25,10,4,Shameless,TV Show,No,"Jun 30, 2016",40,246
10,2021,10,25,8,7,Cocomelon,TV Show,No,"Jun 1, 2020",361,1281
1,2021,10,26,1,1,You,TV Show,No,"Dec 26, 2018",11,110
2,2021,10,26,2,2,Squid Game,TV Show,Yes,"Sep 17, 2021",37,350
3,2021,10,26,3,-,Locke & Key,TV Show,Yes,"Feb 7, 2020",4,30
4,2021,10,26,4,3,Maid,TV Show,Yes,"Oct 1, 2021",25,206
5,2021,10,26,5,-,Inside Job,TV Show,Yes,"Oct 22, 2021",3,18
6,2021,10,26,8,-,Riverdale,TV Show,No,"May 19, 2017",29,132
7,2021,10,26,10,5,Cocomelon,TV Show,No,"Jun 1, 2020",362,1285
8,2021,10,26,6,-,Maya and the Three,TV Show,Yes,"Oct 22, 2021",3,13
9,2021,10,26,9,4,Shameless,TV Show,No,"Jun 30, 2016",41,248
10,2021,10,26,7,-,Night Teeth,Movie,Yes,"Oct 20, 2021",6,24
1,2021,10,27,1,1,You,TV Show,No,"Dec 26, 2018",12,120
2,2021,10,27,2,2,Squid Game,TV Show,Yes,"Sep 17, 2021",38,359
3,2021,10,27,4,3,Maid,TV Show,Yes,"Oct 1, 2021",26,214
4,2021,10,27,3,-,Locke & Key,TV Show,Yes,"Feb 7, 2020",5,37
5,2021,10,27,5,-,Inside Job,TV Show,Yes,"Oct 22, 2021",4,24
6,2021,10,27,6,9,Riverdale,TV Show,No,"May 19, 2017",30,137
7,2021,10,27,8,-,Maya and the Three,TV Show,Yes,"Oct 22, 2021",4,17
8,2021,10,27,7,5,Cocomelon,TV Show,No,"Jun 1, 2020",363,1288
9,2021,10,27,9,4,Shameless,TV Show,No,"Jun 30, 2016",42,250
10,2021,10,27,-,-,King Arthur: Legend of the …,Movie,No,"Oct 25, 2021",1,1
1,2021,10,28,1,1,You,TV Show,No,"Dec 26, 2018",13,130
2,2021,10,28,2,2,Squid Game,TV Show,Yes,"Sep 17, 2021",39,368
3,2021,10,28,3,3,Maid,TV Show,Yes,"Oct 1, 2021",27,222
4,2021,10,28,4,-,Locke & Key,TV Show,Yes,"Feb 7, 2020",6,44
5,2021,10,28,5,-,Inside Job,TV Show,Yes,"Oct 22, 2021",5,30
6,2021,10,28,10,-,King Arthur: Legend of the …,Movie,No,"Oct 25, 2021",2,6
7,2021,10,28,7,-,Maya and the Three,TV Show,Yes,"Oct 22, 2021",5,21
8,2021,10,28,8,5,Cocomelon,TV Show,No,"Jun 1, 2020",364,1291
9,2021,10,28,6,8,Riverdale,TV Show,No,"May 19, 2017",31,139
10,2021,10,28,-,-,Hypnotic,Movie,Yes,"Oct 27, 2021",1,1
1,2021,10,29,1,1,You,TV Show,No,"Dec 26, 2018",14,140
2,2021,10,29,2,2,Squid Game,TV Show,Yes,"Sep 17, 2021",40,377
3,2021,10,29,3,3,Maid,TV Show,Yes,"Oct 1, 2021",28,230
4,2021,10,29,4,-,Locke & Key,TV Show,Yes,"Feb 7, 2020",7,51
5,2021,10,29,10,-,Hypnotic,Movie,Yes,"Oct 27, 2021",2,7
6,2021,10,29,6,-,King Arthur: Legend of the …,Movie,No,"Oct 25, 2021",3,11
7,2021,10,29,5,-,Inside Job,TV Show,Yes,"Oct 22, 2021",6,34
8,2021,10,29,7,-,Maya and the Three,TV Show,Yes,"Oct 22, 2021",6,24
9,2021,10,29,8,6,Cocomelon,TV Show,No,"Jun 1, 2020",365,1293
10,2021,10,29,9,7,Riverdale,TV Show,No,"May 19, 2017",32,140
1,2021,10,30,1,1,You,TV Show,No,"Dec 26, 2018",15,150
2,2021,10,30,2,2,Squid Game,TV Show,Yes,"Sep 17, 2021",41,386
3,2021,10,30,5,-,Hypnotic,Movie,Yes,"Oct 27, 2021",3,15
4,2021,10,30,3,3,Maid,TV Show,Yes,"Oct 1, 2021",29,237
5,2021,10,30,4,4,Locke & Key,TV Show,Yes,"Feb 7, 2020",8,57
6,2021,10,30,-,-,Army of Thieves,Movie,Yes,"Oct 29, 2021",1,5
7,2021,10,30,-,8,The Great British Baking Show,TV Show,No,"Oct 3, 2015",20,70
8,2021,10,30,8,-,Maya and the Three,TV Show,Yes,"Oct 22, 2021",7,27
9,2021,10,30,6,-,King Arthur: Legend of the …,Movie,No,"Oct 25, 2021",4,13
10,2021,10,30,9,5,Cocomelon,TV Show,No,"Jun 1, 2020",366,1294
1,2021,10,31,1,1,You,TV Show,No,"Dec 26, 2018",16,160
2,2021,10,31,6,-,Army of Thieves,Movie,Yes,"Oct 29, 2021",2,14
3,2021,10,31,2,2,Squid Game,TV Show,Yes,"Sep 17, 2021",42,394
4,2021,10,31,3,-,Hypnotic,Movie,Yes,"Oct 27, 2021",4,22
5,2021,10,31,4,3,Maid,TV Show,Yes,"Oct 1, 2021",30,243
6,2021,10,31,8,6,Maya and the Three,TV Show,Yes,"Oct 22, 2021",8,32
7,2021,10,31,9,-,King Arthur: Legend of the …,Movie,No,"Oct 25, 2021",5,17
8,2021,10,31,5,4,Locke & Key,TV Show,Yes,"Feb 7, 2020",9,60
9,2021,10,31,10,8,Cocomelon,TV Show,No,"Jun 1, 2020",367,1296
10,2021,10,31,-,-,Colin in Black & White,TV Show,Yes,"Oct 29, 2021",1,1
1,2021,11,1,2,-,Army of Thieves,Movie,Yes,"Oct 29, 2021",3,24
2,2021,11,1,1,1,You,TV Show,No,"Dec 26, 2018",17,169
3,2021,11,1,3,2,Squid Game,TV Show,Yes,"Sep 17, 2021",43,402
4,2021,11,1,5,4,Maid,TV Show,Yes,"Oct 1, 2021",31,250
5,2021,11,1,4,-,Hypnotic,Movie,Yes,"Oct 27, 2021",5,28
6,2021,11,1,8,3,Locke & Key,TV Show,Yes,"Feb 7, 2020",10,65
7,2021,11,1,6,6,Maya and the Three,TV Show,Yes,"Oct 22, 2021",9,36
8,2021,11,1,7,-,King Arthur: Legend of the …,Movie,No,"Oct 25, 2021",6,20
9,2021,11,1,9,10,Cocomelon,TV Show,No,"Jun 1, 2020",368,1298
10,2021,11,1,10,-,Colin in Black & White,TV Show,Yes,"Oct 29, 2021",2,2
1,2021,11,2,1,-,Army of Thieves,Movie,Yes,"Oct 29, 2021",4,34
2,2021,11,2,2,1,You,TV Show,No,"Dec 26, 2018",18,178
3,2021,11,2,3,2,Squid Game,TV Show,Yes,"Sep 17, 2021",44,410
4,2021,11,2,4,4,Maid,TV Show,Yes,"Oct 1, 2021",32,257
5,2021,11,2,6,3,Locke & Key,TV Show,Yes,"Feb 7, 2020",11,71
6,2021,11,2,10,-,Colin in Black & White,TV Show,Yes,"Oct 29, 2021",3,7
7,2021,11,2,9,7,Cocomelon,TV Show,No,"Jun 1, 2020",369,1302
8,2021,11,2,-,-,21 Jump Street,Movie,No,"Nov 1, 2021",1,3
9,2021,11,2,-,6,Riverdale,TV Show,No,"May 19, 2017",33,142
10,2021,11,2,5,-,Hypnotic,Movie,Yes,"Oct 27, 2021",6,29
1,2021,11,3,2,1,You,TV Show,No,"Dec 26, 2018",19,188
2,2021,11,3,1,-,Army of Thieves,Movie,Yes,"Oct 29, 2021",5,43
3,2021,11,3,3,2,Squid Game,TV Show,Yes,"Sep 17, 2021",45,418
4,2021,11,3,6,-,Colin in Black & White,TV Show,Yes,"Oct 29, 2021",4,14
5,2021,11,3,8,-,21 Jump Street,Movie,No,"Nov 1, 2021",2,9
6,2021,11,3,4,3,Maid,TV Show,Yes,"Oct 1, 2021",33,262
7,2021,11,3,5,4,Locke & Key,TV Show,Yes,"Feb 7, 2020",12,75
8,2021,11,3,7,8,Cocomelon,TV Show,No,"Jun 1, 2020",370,1305
9,2021,11,3,-,-,Replicas,Movie,No,"Nov 1, 2021",1,2
10,2021,11,3,9,6,Riverdale,TV Show,No,"May 19, 2017",34,143
1,2021,11,4,-,-,The Harder They Fall,Movie,Yes,"Nov 3, 2021",1,10
2,2021,11,4,1,1,You,TV Show,No,"Dec 26, 2018",20,197
3,2021,11,4,5,-,21 Jump Street,Movie,No,"Nov 1, 2021",3,17
4,2021,11,4,3,2,Squid Game,TV Show,Yes,"Sep 17, 2021",46,425
5,2021,11,4,2,-,Army of Thieves,Movie,Yes,"Oct 29, 2021",6,49
6,2021,11,4,4,-,Colin in Black & White,TV Show,Yes,"Oct 29, 2021",5,19
7,2021,11,4,6,3,Maid,TV Show,Yes,"Oct 1, 2021",34,266
8,2021,11,4,8,8,Cocomelon,TV Show,No,"Jun 1, 2020",371,1308
9,2021,11,4,7,4,Locke & Key,TV Show,Yes,"Feb 7, 2020",13,77
10,2021,11,4,9,-,Replicas,Movie,No,"Nov 1, 2021",2,3
1,2021,11,5,1,-,The Harder They Fall,Movie,Yes,"Nov 3, 2021",2,20
2,2021,11,5,2,1,You,TV Show,No,"Dec 26, 2018",21,206
3,2021,11,5,3,-,21 Jump Street,Movie,No,"Nov 1, 2021",4,25
4,2021,11,5,4,2,Squid Game,TV Show,Yes,"Sep 17, 2021",47,432
